111_010111010010 000_011101011110 000_010110100100 000_110010100000
000_011100010100 000_001001001100 111_110001001110 111_101100100101
111_111001110110 000_110000111010 000_000101100101 000_000101101100
111_000101000010 111_100110000010 111_010011011111 111_101110101000
000_110011101011 111_001000111100 000_100000111011 000_001001001001

000_010110011101 000_110101000100 111_101111011101 000_010010111011
000_001011101111 111_110111000010 111_110101101011 111_101110000101
000_010110001001 000_010110111001 000_010111011111 111_111101001000
111_010000100110 111_000001001000 111_000111000010 111_110101010111

000_101111010011 111_011110001100 000_010100111011 000_110000011010
000_110011111000 111_001110101101 111_001111001101 000_011000110001
000_011100100110 000_011011111001 111_011101011110 000_001001101001
111_001010101010 111_101010111101 000_111110011111 111_000100001110

000_011000100001 000_010011010011 111_011101111100 111_111011101101
111_000000100011 111_011110111001 000_111001000000 111_100010101100
000_101011100110 111_100011000000 000_000010110000 111_011100001110
111_111000101101 000_100011010101 111_001111001101 111_011011001010

111_000011001010 111_101110011011 000_000011011101 111_010101011001
000_111101011011 000_010111001101 111_001110101000 000_101010000111
000_010100000100 000_001000100111 000_110111100100 000_110010100010
111_010010000110 111_100111100101 111_001111010011 000_111110001110

111_011011001000 000_001100100001 000_011000001110 111_011110110100
000_111000101000 111_000011011110 111_101011100011 111_001010011101
111_000001111010 111_010010101001 111_110110000111 000_101001110110
111_010110101000 111_011001110001 000_010000110100 000_101111001001

